NO.,DATA SOURCE,DATABASE TABLE NAME/ FOLDER NAME / FILE NAME ,TABLE NAME,TABLE DESCRIPTION/SUB FOLDER NAME ,FIELD NAME/DATA ATTRIBUTE(S),FIELD DESCRIPTION,ATTACHMENT /REFERENCE (IF ANY) ,MASTER DATA TYPE,SCREEN NAME,PRIMARY KEY ,FOREIGN KEY , IDENTIFIER ,MANDATORY,DATA TYPE,DATA LENGTH,DATA DOMAIN ,DATA GROUP ,DATA ENTITY,DATA ELEMENT,CRITICAL DATA ELEMENT (CDE),DATA CLASSIFICATION,RETENTION PERIOD,PERSONAL DATA,DATA OWNER,EXECUTIVE DATA STEWARD,BUSINESS DATA STEWARD ,DATA ANALYST, COMMENT/NOTE,LAST UPDATED DATE,LAST UPDATED BY
112,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator Mapping,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,CRT_DT,Creation Date,N/A,Transactional Data ,Creation Date,N,N,No,Yes,datetime,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
113,MI_V4030005 - AHM,dbo.MI_HT_IN_MP,Health Indicator Mapping,Health Indicator Mapping refers to the process of associating or mapping specific data sources or parameters to the corresponding Health Indicators used for assessing the health or condition of an asset.,CRTBY_SEUS_KEY,Created By Security User Key,N/A,Transactional Data ,Created By Security User Key,N,N,No,Yes,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
114,MI_V4030005 - AHM,dbo.MI_CONTENT_MAP,Content Map,"Content Map refers to a visual representation or diagram that illustrates the structure and organization of content within the system. It provides a graphical overview of how different types of data, documents, or information are categorized, linked, and stored within the GE APM system.",FMLY_KEY,Family Key,N/A,Transactional Data ,Family Key,N,N,No,No,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
115,MI_V4030005 - AHM,dbo.MI_CONTENT_MAP,Content Map,"Content Map refers to a visual representation or diagram that illustrates the structure and organization of content within the system. It provides a graphical overview of how different types of data, documents, or information are categorized, linked, and stored within the GE APM system.",ENTY_KEY,Entity Key,N/A,Transactional Data ,Entity Key,Y,N,No,No,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
116,MI_V4030005 - AHM,dbo.MI_CONTENT_MAP,Content Map,"Content Map refers to a visual representation or diagram that illustrates the structure and organization of content within the system. It provides a graphical overview of how different types of data, documents, or information are categorized, linked, and stored within the GE APM system.",LAST_UPDT_DT,Last Updated Date,N/A,Transactional Data ,Last Updated Date,N,N,No,No,datetime,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
117,MI_V4030005 - AHM,dbo.MI_CONTENT_MAP,Content Map,"Content Map refers to a visual representation or diagram that illustrates the structure and organization of content within the system. It provides a graphical overview of how different types of data, documents, or information are categorized, linked, and stored within the GE APM system.",LAST_UPBY_SEUS_KEY,Last Updated Security User Key,N/A,Transactional Data ,Last Updated Security User Key,N,N,No,No,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
118,MI_V4030005 - AHM,dbo.MI_CONTENT_MAP,Content Map,"Content Map refers to a visual representation or diagram that illustrates the structure and organization of content within the system. It provides a graphical overview of how different types of data, documents, or information are categorized, linked, and stored within the GE APM system.",LOCK_SEQ_NBR,Locked Sequence Number,N/A,Transactional Data ,Locked Sequence Number,N,N,No,No,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
119,MI_V4030005 - AHM,dbo.MI_CONTENT_MAP,Content Map,"Content Map refers to a visual representation or diagram that illustrates the structure and organization of content within the system. It provides a graphical overview of how different types of data, documents, or information are categorized, linked, and stored within the GE APM system.",CONTENT_GUID,Content Guide,N/A,Transactional Data ,Content Guide,N,N,No,No,binary,16,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
120,MI_V4030005 - AHM,dbo.MI_CONTENT_MAP,Content Map,"Content Map refers to a visual representation or diagram that illustrates the structure and organization of content within the system. It provides a graphical overview of how different types of data, documents, or information are categorized, linked, and stored within the GE APM system.",MI_SITE_KEY,Site Key,N/A,Transactional Data ,Site Key,N,N,No,Yes,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
121,MI_V4030005 - AHM,dbo.MI_CONTENT_MAP,Content Map,"Content Map refers to a visual representation or diagram that illustrates the structure and organization of content within the system. It provides a graphical overview of how different types of data, documents, or information are categorized, linked, and stored within the GE APM system.",MI_CONTMAP_EQUIP_FK_N,Content Map_Equipment_FK_N,N/A,Transactional Data ,Content Map_Equipment_FK_N,Y,N,No,Yes,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
122,MI_V4030005 - AHM,dbo.MI_CONTENT_MAP,Content Map,"Content Map refers to a visual representation or diagram that illustrates the structure and organization of content within the system. It provides a graphical overview of how different types of data, documents, or information are categorized, linked, and stored within the GE APM system.",MI_CONTMAP_FLOC_FK_N,Content Map_FLOC_FK_N,N/A,Transactional Data ,Content Map_FLOC_FK_N,Y,N,No,Yes,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
123,MI_V4030005 - AHM,dbo.MI_CONTENT_MAP,Content Map,"Content Map refers to a visual representation or diagram that illustrates the structure and organization of content within the system. It provides a graphical overview of how different types of data, documents, or information are categorized, linked, and stored within the GE APM system.",MI_CONTMAP_ID_C,Id,N/A,Transactional Data ,Id,N,N,No,No,nvarchar,255,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
124,MI_V4030005 - AHM,dbo.MI_CONTENT_MAP,Content Map,"Content Map refers to a visual representation or diagram that illustrates the structure and organization of content within the system. It provides a graphical overview of how different types of data, documents, or information are categorized, linked, and stored within the GE APM system.",MI_CONTMAP_LMT_DEFS_T,Limit Definitions,N/A,Transactional Data ,Limit Definitions,N,N,No,Yes,nvarchar,MAX,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
125,MI_V4030005 - AHM,dbo.MI_CONTENT_MAP,Content Map,"Content Map refers to a visual representation or diagram that illustrates the structure and organization of content within the system. It provides a graphical overview of how different types of data, documents, or information are categorized, linked, and stored within the GE APM system.",MI_CONTMAP_PLCY_INST_FK_N,Content Map_PLCY_INST_FK_N,N/A,Transactional Data ,Content Map_PLCY_INST_FK_N,N,N,No,Yes,float,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
126,MI_V4030005 - AHM,dbo.MI_CONTENT_MAP,Content Map,"Content Map refers to a visual representation or diagram that illustrates the structure and organization of content within the system. It provides a graphical overview of how different types of data, documents, or information are categorized, linked, and stored within the GE APM system.",MI_CONTMAP_REQ_CAP_N,Required Capabilities,N/A,Transactional Data ,Required Capabilities,N,N,No,Yes,float,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
127,MI_V4030005 - AHM,dbo.MI_CONTENT_MAP,Content Map,"Content Map refers to a visual representation or diagram that illustrates the structure and organization of content within the system. It provides a graphical overview of how different types of data, documents, or information are categorized, linked, and stored within the GE APM system.",MI_CONTMAP_SRCTAG_FK_N,Content Map_Source Tag_FK_N,N/A,Transactional Data ,Content Map_Source Tag_FK_N,Y,N,No,Yes,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
128,MI_V4030005 - AHM,dbo.MI_CONTENT_MAP,Content Map,"Content Map refers to a visual representation or diagram that illustrates the structure and organization of content within the system. It provides a graphical overview of how different types of data, documents, or information are categorized, linked, and stored within the GE APM system.",MI_CONTMAP_TMPLT_NAME_C,Content Template Name,N/A,Transactional Data ,Content Template Name,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
129,MI_V4030005 - AHM,dbo.MI_CONTENT_MAP,Content Map,"Content Map refers to a visual representation or diagram that illustrates the structure and organization of content within the system. It provides a graphical overview of how different types of data, documents, or information are categorized, linked, and stored within the GE APM system.",MI_CONTMAP_TRIGGER_B,Is Trigger,N/A,Transactional Data ,Is Trigger,N,N,No,Yes,nvarchar,1,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
130,MI_V4030005 - AHM,dbo.MI_CONTENT_MAP,Content Map,"Content Map refers to a visual representation or diagram that illustrates the structure and organization of content within the system. It provides a graphical overview of how different types of data, documents, or information are categorized, linked, and stored within the GE APM system.",MI_CONTMAP_UOM_C,UoM,N/A,Transactional Data ,UoM,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
131,MI_V4030005 - AHM,dbo.MI_SOURCE_TAG,Source Tag,Source Tag refers to a unique identifier or label assigned to a data source or measurement point within the system. It serves as a reference or identifier for a specific data stream originating from a particular source or sensor.,FMLY_KEY,Family Key,N/A,Transactional Data ,Family Key,N,N,No,No,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
132,MI_V4030005 - AHM,dbo.MI_SOURCE_TAG,Source Tag,Source Tag refers to a unique identifier or label assigned to a data source or measurement point within the system. It serves as a reference or identifier for a specific data stream originating from a particular source or sensor.,ENTY_KEY,Entity Key,N/A,Transactional Data ,Entity Key,Y,N,No,No,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
133,MI_V4030005 - AHM,dbo.MI_SOURCE_TAG,Source Tag,Source Tag refers to a unique identifier or label assigned to a data source or measurement point within the system. It serves as a reference or identifier for a specific data stream originating from a particular source or sensor.,LAST_UPDT_DT,Last Updated Date,N/A,Transactional Data ,Last Updated Date,N,N,No,No,datetime,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
134,MI_V4030005 - AHM,dbo.MI_SOURCE_TAG,Source Tag,Source Tag refers to a unique identifier or label assigned to a data source or measurement point within the system. It serves as a reference or identifier for a specific data stream originating from a particular source or sensor.,LAST_UPBY_SEUS_KEY,Last Updated Security User Key,N/A,Transactional Data ,Last Updated Security User Key,N,N,No,No,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes ,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
135,MI_V4030005 - AHM,dbo.MI_SOURCE_TAG,Source Tag,Source Tag refers to a unique identifier or label assigned to a data source or measurement point within the system. It serves as a reference or identifier for a specific data stream originating from a particular source or sensor.,LOCK_SEQ_NBR,Locked Sequence Number,N/A,Transactional Data ,Locked Sequence Number,N,N,No,No,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
136,MI_V4030005 - AHM,dbo.MI_SOURCE_TAG,Source Tag,Source Tag refers to a unique identifier or label assigned to a data source or measurement point within the system. It serves as a reference or identifier for a specific data stream originating from a particular source or sensor.,CONTENT_GUID,Content Guide,N/A,Transactional Data ,Content Guide,N,N,No,No,binary,16,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
137,MI_V4030005 - AHM,dbo.MI_SOURCE_TAG,Source Tag,Source Tag refers to a unique identifier or label assigned to a data source or measurement point within the system. It serves as a reference or identifier for a specific data stream originating from a particular source or sensor.,MI_SITE_KEY,Site Key,N/A,Transactional Data ,Site Key,N,N,No,Yes,bigint,8,Physical Asset Management,Reliability Management,N/A,N/A,Yes,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
138,MI_V4030005 - AHM,dbo.MI_SOURCE_TAG,Source Tag,Source Tag refers to a unique identifier or label assigned to a data source or measurement point within the system. It serves as a reference or identifier for a specific data stream originating from a particular source or sensor.,MI_SRCTAG_COMMENTS_T,Comments,N/A,Transactional Data ,Comments,N,N,No,Yes,nvarchar,MAX,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
139,MI_V4030005 - AHM,dbo.MI_SOURCE_TAG,Source Tag,Source Tag refers to a unique identifier or label assigned to a data source or measurement point within the system. It serves as a reference or identifier for a specific data stream originating from a particular source or sensor.,MI_SRCTAG_DATA_TYPE_C,Data Type,N/A,Transactional Data ,Data Type,N,N,No,Yes,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,Yes,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
